"[Max Maaß, Pascal Wichmann, Henning Pridöhl, Dominik Herrmann]",PrivacyScore - Improving Privacy and Security via Crowd-Sourced Benchmarks of Websites.
"[Wen-Lin Cheng, Ting-Che Chuang, Chien-Wen Yang, Yueh-Hsien Lin, Min Liu, Chuan Yin]",An integrated security monitoring system for digital service network devices.
"[Ju-Shu Chueh, Min-Te Sun]",Design and implementation of security system for cloud storage.
"[Myeongsu Kim, Insun Jang, Sukjin Choo, Jungwoo Koo, Sangheon Pack]",Collaborative security attack detection in software-defined vehicular networks.
"[Massila Kamalrudin, Asma Asdayana Ibrahim, Safiah Sidek]",A Security Requirements Library for the Development of Internet of Things (IoT) Applications.
"[Massila Kamalrudin, Nuridawati Mustafa, Safiah Sidek]",A Template for Writing Security Requirements.
"[Seung-Jun Kim, Seok-Won Lee]",Social Engineering Based Security Requirements Elicitation Model for Advanced Persistent Threats.
"[Danielle Gaither, Hyunsook Do, Barrett R. Bryant]",Toward Detection of Abnormal Behaviors in Timing and Security Requirements.
Tong Li,Identifying Security Requirements Based on Linguistic Analysis and Machine Learning.
"[Chao Xu, Huibiao Zhu, Wanling Xie]",Modeling and Verifying Identity Authentication Security of HDFS Using CSP.
"[Koichi Ito, Takehisa Okano, Takafumi Aoki]",Recent advances in biometrie security - A case study of liveness detection in face recognition.
"[Guofei Gu, Hongxin Hu, Eric Keller, Zhiqiang Lin, Donald E. Porter]",Building a Security OS With Software Defined Infrastructure.
"[Arman Pouraghily, Tilman Wolf, Russell Tessier]",Hardware support for embedded operating system security.
"[Ritam Bhaumik, Mridul Nandi]",Improved Security for OCB3.
"[Atul Luykx, Bart Mennink, Kenneth G. Paterson]",Analyzing Multi-key Security Degradation.
Dominique Unruh,Post-quantum Security of Fiat-Shamir.
"[Patrick Cronin, Chengmo Yang, Dongqin Zhou, Keni Qiu, Xin Shi, Yongpan Liu]","&apos;The danger of sleeping&apos;, an exploration of security in non-volatile processors."
"[Xiaolong Guo, Raj Gautam Dutta, Jiaji He, Yier Jin]",PCH framework for IP runtime security verification.
"[Robert Karam, Tamzidul Hoque, Kevin Butler, Swarup Bhunia]",Mixed-granular architectural diversity for device security in the Internet of Things.
"[Kun Yang, Ulbert Botero, Hao-Ting Shen, Domenic Forte, Mark Tehranipoor]",A split manufacturing approach for unclonable chipless RFIDs for pharmaceutical supply chain security.
"[Mengmei Ye, Mehrdad Zaker Shahrak, Sheng Wei 0001]",PUFSec - Protecting physical unclonable functions using hardware isolation-based system security techniques.
"[Chunmeng Dou, Wei-Hao Chen, Yi-Ju Chen, Huan-Ting Lin, Wei-Yu Lin, Mon-Shu Ho, Meng-Fan Chang]","Challenges of emerging memory and memristor based circuits - Nonvolatile logics, IoT security, deep learning and neuromorphic computing."
"[Sujit Rokka Chhetri, Jiang Wan, Mohammad Abdullah Al Faruque]",Cross-domain security of cyber-physical systems.
"[Gustavo K. Contreras, Adib Nahiyan, Swarup Bhunia, Domenic Forte, Mark Tehranipoor]",Security vulnerability analysis of design-for-test exploits for asset protection in SoCs.
"[Arvind Easwaran, Anupam Chattopadhyay, Shivam Bhasin]",A systematic security analysis of real-time cyber-physical systems.
"[Robert Karam, Tamzidul Hoque, Sandip Ray, Mark Tehranipoor, Swarup Bhunia]",MUTARCH - Architectural diversity for FPGA device and IP security.
"[Joshua Marxen, Alex Orailoglu]",Ensuring system security through proximity based authentication.
"[Yujie Wang, Pu Chen, Jiang Hu, Jeyavijayan J. V. Rajendran]",Routing perturbation for enhanced security in split manufacturing.
"[Muhammad Yasin, Bodhisatwa Mazumdar, Ozgur Sinanoglu, Jeyavijayan Rajendran]",Security analysis of Anti-SAT.
"[David Chisnall, Brooks Davis, Khilan Gudka, David Brazdil, Alexandre Joannou, Jonathan Woodruff, A. Theodore Markettos, J. Edward Maste, Robert Norton, Stacey D. Son, Michael Roe, Simon W. Moore, Peter G. Neumann, Ben Laurie, Robert N. M. Watson]",CHERI JNI - Sinking the Java Security Model into the C.
"[Andrew Ferraiuolo, Rui Xu, Danfeng Zhang, Andrew C. Myers, G. Edward Suh]",Verification of a Practical Hardware Security Architecture Through Static Information Flow Analysis.
"[Rui Zhang, Natalie Stanley, Christopher Griggs, Andrew Chi, Cynthia Sturton]",Identifying Security Critical Properties for the Dynamic Verification of a Processor.
"[Joobin Gharibshah, Tai-Ching Li, Maria Solanas Vanrell, Andre Castro, Konstantinos Pelechrinis, Evangelos E. Papalexakis, Michalis Faloutsos]",InferIP - Extracting actionable information from security discussion forums.
Sara Marie McCarthy,Adaptive and Dynamic Allocation of Security Resources.
Stef Janssen,Agent-based Security and Efficiency Estimation in Airport Terminals.
Sailik Sengupta,Moving Target Defense - A Symbiotic Framework for AI &amp; Security.
"[Binru Wang, Yuan Zhang 0004, Sheng Zhong]",On Repeated Stackelberg Security Game with the Cooperative Human Behavior Modelfor Wildlife Protection.
"[Praveen Gauravaram, Shoichi Hirose, Douglas Stebila]",Security Analysis of a Design Variant of Randomized Hashing.
"[Jack Tang, Mohamed Ibrahim, Krishnendu Chakrabarty, Ramesh Karri]",Security Implications of Cyberphysical Flow-Based Microfluidic Biochips.
"[Asim Abdulkhaleq, Stefan Wagner 0001, Daniel Lammering, Hagen Boehmert, Pierre Blueher]",Using STPA in Compliance with ISO 26262 for Developing a Safe Architecture for Fully Automated Vehicles.
"[Paul Chomicz, Armin Müller-Lerwe, Götz-Philipp Wegner, Rainer Busch, Stefan Kowalewski]",Towards the Use of Controlled Natural Languages in Hazard Analysis and Risk Assessment.
"[Christopher Corbett, Tobias Basic, Thomas Lukaseder, Frank Kargl]",A Testing Framework Architecture for Automotive Intrusion Detection Systems.
"[Benjamin Lesage, David Griffin, Iain Bate, Frank Soboczenski]",Exploring and Understanding Multicore Interference from Observable Factors.
"[Norman A. Rink, Jerónimo Castrillón]",Extending a Compiler Backend for Complete Memory Error Detection.
"[Andreas Schwierz, Georg Seifert, Sebastian Hiergeist]",Funktionale Sicherheit in Automotive und Avionik - Ein Staffellauf.
"[Nelufar Ulfat-Bunyadi, Denis Hatebur, Maritta Heisel]",Performing a More Realistic Safety Analysis by Means of the Six-Variable Model.
"[Marko Wolf, Robert Lambert]",Hacking Trucks - Cybersecurity Risks and Effective Cybersecurity Protection for Heavy Duty Vehicles.
"[Konstantin Zichler, Steffen Helke]",Ontologiebasierte Abhängigkeitsanalyse im Projektlastenheft.
"[Maria Axelsson, Mikael Karlsson, Henrik Petersson]",Motion compensation of submillimeter wave 3D imaging radar data for security screening.
"[Chuanping Hu, Gengjian Xue, Lin Mei, Li Qi, Jie Shao, Yanfeng Shang, Jian Wang]",Building an intelligent video and image analysis evaluation platform for public security.
"[Simeon Veloudis, Iraklis Paraskakis, Christos Petsos]",Ontological Framework for Ensuring Correctness of Security Policies in Cloud Environments.
"[Leah Zhang-Kennedy, Robert Biddle, Sonia Chiasson]",Secure comics - an interactive comic series for improving cyber security and privacy.
Jalal Laassiri,Data Security and risks for IoT in intercommunicating objects.
"[Jalal Laassiri, Yousra Hafid]",New access control policies for private network and protocol security.
"[Mbarek Marwan, Ali Kartit, Hassan Ouahmane]",Security in Cloud-Based Medical Image Processing - Requirements and Approaches.
"[S. Tbatou, A. Ramrami, Youness Tabii]",Security of communications in connected cars Modeling and safety assessment.
"[Paul A. Wortman, Fatemeh Tehranipoor, Nima Karimian, John A. Chandy]",Proposing a modeling framework for minimizing security vulnerabilities in IoT systems in the healthcare domain.
"[Yue Li, Junqin Huang, Shengzhi Qin, Ruijin Wang]",Big Data Model of Security Sharing Based on Blockchain.
"[Susan Grant-Muller, Frances Hodgson, Nick Malleson, Robert Snowball]","Enhancing Energy, Health and Security Policy by Extracting, Enriching and Interfacing Next Generation Data in the Transport Domain (A Study on the Use of Big Data in Cross-Sectoral Policy Development)."
"[Xiaochen Liu, Chunhe Xia, Tianbo Wang, Li Zhong]",CloudSec - A Novel Approach to Verifying Security Conformance at the Bottom of the Cloud.
"[Seraphin B. Calo, Emil Lupu, Elisa Bertino, Saritha Arunkumar, Gregory H. Cirincione, Brian Rivera, Alan Cullen]",Research challenges in dynamic policy-based autonomous security.
"[Anthony Carella, Murat Kotsoev, Traian Marius Truta]",Impact of security awareness training on phishing click-through rates.
"[Alfredo Cuzzocrea, Hossain Shahriar]",Data masking techniques for NoSQL database security - A systematic review.
"[Anirban Das, Min-Yi Shen, Jisheng Wang]",Modeling user communities for identifying security risks in an organization.
"[Dominik Slezak, Agnieszka Chadzynska-Krasowska, Joel Holland, Piotr Synak, Rick Glick, Marcin Perkowski]",Scalable cyber-security analytics with a new summary-based approximate query engine.
"[Trishita Tiwari, Ata Turk, Alina Oprea, Katzalin Olcoz, Ayse Kivilcim Coskun]",User-profile-based analytics for detecting cloud security breaches.
"[Ozlem Yavanoglu, Murat Aydos]",A review on cyber security datasets for machine learning algorithms.
"[Peter E. Dewitt, Tellen D. Bennett]",Collaborative Reproducible Reporting - Git Submodules as a Data Security Solution.
"[Daniel Tolboe Handler, Lotte Hauge, Angelo Spognardi, Nicola Dragoni]",Security And Privacy Issues in Healthcare Monitoring Systems - A Case Study.
"[Olga Chen, Catherine A. Meadows, Gautam Trivedi]",Stealthy Protocols - Metrics and Open Problems.
"[Chris Chilton, Marta Z. Kwiatkowska, Faron Moller, Xu Wang 0001]",A Specification Theory of Real-Time Processes.
"[Simon Foster, Jim Woodcock]",Towards Verification of Cyber-Physical Systems with UTP and Isabelle/HOL.
"[Thomas Gibson-Robinson, Guy H. Broadfoot, Gustavo Carvalho, Philippa J. Hopcroft, Gavin Lowe, Sidney Nogueira, Colin O&apos;Halloran, Augusto Sampaio]",FDR - From Theory to Industrial Application.
Rob J. van Glabbeek,A Branching Time Model of CSP.
Joshua D. Guttman,"Information Flow, Distributed Systems, and Refinement, by Example."
Henri Hansen,Abstractions for Transition Systems with Applications to Stubborn Sets.
"[Jifeng He, Qin Li]",A Hybrid Relational Modelling Language.
"[Ranko Lazic, Patrick Totzke]",What Makes Petri Nets Harder to Verify - Stack or Data?
Gavin Lowe,Analysing Lock-Free Linearizable Datatypes Using CSP.
"[Leif-Nissen Lundbæk, Andrea Callia D&apos;Iddio, Michael Huth]","Centrally Governed Blockchains - Optimizing Security, Cost, and Availability."
Michael W. Mislove,"Discrete Random Variables Over Domains, Revisited."
Carroll Morgan,A Demonic Lattice of Information.
Antti Valmari,More Stubborn Set Methods for Process Algebras.
"[Jay Yantchev, Atanas N. Parashkevov]",Virtualization Based Development.
"[Duygu Karaoglan Altop, Albert Levi, Volkan Tuzcu]",SU-PhysioDB - A physiological signals database for body area network security.
"[Cem Dincer, Engin Zeydan]","Big data security - Requirements, challenges and preservation of private data inside mobile operators."
"[Shuchih Ernest Chang, Anne Yenching Liu, Yu-Teng Jacky Jang]",Exploring trust and information monitoring for information security management.
"[Aiwu Chen, Qianhua He, Xing Wang, Yanxiong Li]",Home security surveillance based on acoustic scenes analysis.
"[Peng Yu, Nenghuan Zhang, Shengyan Zhang, Qi Wang]",Security mechanism of video content integrated broadcast control platform under triple play.
"[Dmitrij Olifer, Nikolaj Goranin, Justinas Janulevicius, Arnas Kaceniauskas, Antanas Cenys]",Improvement of Security Costs Evaluation Process by Using Data Automatically Captured from BPMN and EPC Models.
"[H. Bennasar, Ahmed Bendahmane, Mohammed Essaaidi]",An Overview of the State-of-the-Art of Cloud Computing Cyber-Security.
"[Nikolaos Argyropoulos, Haralambos Mouratidis, Andrew Fish]",Supporting Secure Business Process Design via Security Process Patterns.
"[Moufida Sadok, Peter M. Bednar]",Teaching Business Systems Analysis to Cyber-Security Managers - a Socio-Technical perspective.
"[Shaun Shei, Haralambos Mouratidis, Aidan Delaney]",A Security Requirements Modelling Language to Secure Cloud Computing Environments.
"[Anna V. Guglielmi, Leonardo Badia]",Analysis of strategic security through game theory for mobile social networks.
"[Reza Samavi, Thomas E. Doyle, Thodoros Topaloglou]",The first workshop on blockchain &amp; eHealth - towards provable privacy &amp; security in data intensive health research.
"[Xinghua Liu, Yilin Mo, Xiaoqiang Ren]",Security analysis of continuous-time cyber-physical system against sensor attacks.
"[Can Wang, Haipeng Xie, Zhaohong Bie, Chao Yan, Yanling Lin]",Reliability evaluation of AC/DC hybrid power grid considering transient security constraints.
"[Hussam Amrouch, Prashanth Krishnamurthy, Naman Patel, Jörg Henkel, Ramesh Karri, Farshad Khorrami]",Emerging (un-)reliability based security threats and mitigations for embedded systems - special session.
"[Gunther Schiefer, Matthias Gabel, Jeremias Mechler, Andreas Schoknecht, Murat Çitak]",Security in a Distributed Key Management Approach.
"[Mark Adams, Vijay K. Bhargava]",Using friendly jamming to improve route security and quality in ad hoc networks.
"[Long Chen, Shervin Erfani]",A note on security management of the Internet of Things.
"[Kevin Wong, Craig Dillabaugh, Nabil Seddigh, Biswajit Nandy]",Enhancing Suricata intrusion detection system for cyber security in SCADA networks.
"[Carlos André Batista de Carvalho, Miguel Franklin de Castro, Rossana Maria de Castro Andrade]",Secure cloud storage service for detection of security violations.
"[Yuri Demchenko, Fatih Turkmen, Cees de Laat, Mathias Slawik]",Defining Intercloud Security Framework and Architecture Components for Multi-Cloud Data Intensive Applications.
"[Carlo Di Giulio, Charles A. Kamhoua, Roy H. Campbell, Read Sprabery, Kevin A. Kwiat, Masooda N. Bashir]",IT Security and Privacy Standards in Comparison - Improving FedRAMP Authorization for Cloud Service Providers.
"[Deepak K. Tosh, Sachin Shetty, Xueping Liang, Charles A. Kamhoua, Kevin A. Kwiat, Laurent Njilla]",Security Implications of Blockchain Cloud with Analysis of Block Withholding Attack.
"[Sungjun Ahn, Seungjae Jung, Wonju Lee, Joonhyuk Kang]",Physical-layer security enhancement via power allocation between pilot and data jamming.
"[Mahmoud A. Khodeir, Mamoun F. Al-Mistarihi, Razan Shatnawi, Laila Alsaleh]",Security enhancement using maximum ratio combining (MRC) diversity over nakagami-m fading channels.
"[Daniel Minoli, Kazem Sohraby, Jacob Kouns]","IoT security (IoTSec) considerations, requirements, and architectures."
"[Yoji Yamato, Yoshifumi Fukumoto, Hiroki Kumazaki]",Security camera movie and ERP data matching system to prevent theft.
David A. Wagner 0001,Security and Machine Learning.
Gregory Akers,Advanced Security Research in the Era of the Internet of Things.
"[Daniele Antonioli, Hamid Reza Ghaeini, Sridhar Adepu, Martín Ochoa, Nils Ole Tippenhauer]","Gamifying ICS Security Training and Research - Design, Implementation, and Results of S3."
"[Yoshinori Aono, Takuya Hayashi 0001, Le Trieu Phong, Lihua Wang 0001]",Efficient Key-Rotatable and Security-Updatable Homomorphic Encryption.
"[Theophilus Benson, Balakrishnan Chandrasekaran 0002]",Sounding the Bell for Improving Internet (of Things) Security.
"[Theophilus Benson, Peng Liu, Srikanth Sundaresan, Yuqing Zhang]",IoT S&amp;P 2017 - First Workshop on Internet of Things Security and Privacy.
"[Nataliia Bielova, Marco Gaboardi]",PLAS 2017 - ACM SIGSAC Workshop on Programming Languages and Analysis for Security.
"[Battista Biggio, David Freeman 0001, Brad Miller, Arunesh Sinha]",10th International Workshop on Artificial Intelligence and Security (AISec 2017).
"[Rakesh B. Bobba, Awais Rashid]",CPS-SPC 2017 - Third Workshop on Cyber-Physical Systems Security and PrivaCy.
"[Chip-Hong Chang, Marten van Dijk, Farinaz Koushanfar, Ulrich Rührmair, Mark Tehranipoor]",ASHES 2017 - Workshop on Attacks and Solutions in Hardware Security.
"[Ruian Duan, Ashish Bijlani, Meng Xu, Taesoo Kim, Wenke Lee]",Identifying Open-Source License Violation and 1-day Security Risk at Large Scale.
Úlfar Erlingsson,Data-driven Software Security and its Hardware Support.
Earlence Fernandes,Computer Security and Privacy for the Physical World.
"[Bernd Finkbeiner, Christian Müller 0008, Helmut Seidl, Eugen Zalinescu]",Verifying Security Policies in Multi-agent Workflows with Loops.
"[Roger Hallman, Kurt Rohloff, Victor Chang]",Workshop on Multimedia Privacy and Security.
"[Shuchu Han, Yifan Hu, Steven Skiena, Baris Coskun, Meizhu Liu, Hong Qin, Jaime Perez]",Generating Look-alike Names For Security Challenges.
