"[Mohammad Rafiqul Alam, Mohammed Bennamoun, Roberto Togneri, Ferdous Ahmed Sohel]",A Joint Deep Boltzmann Machine (jDBM) Model for Person Identification Using Mobile Phone Data.
"[Álvaro Alonso, Ignacio Aguado, Joaquín Salvachúa, Pedro Rodríguez]",A Methodology for Designing and Evaluating Cloud Scheduling Strategies in Distributed Videoconferencing Systems.
"[Yousef Atoum, Liping Chen, Alex X. Liu, Stephen D. H. Hsu, Xiaoming Liu 0002]",Automated Online Exam Proctoring.
"[K. Tolga Bagci, Kemal E. Sahin, A. Murat Tekalp]",Compete or Collaborate - Architectures for Collaborative DASH Video Over Future Networks.
"[Song Bai, Xiang Bai, Zhichao Zhou, Zhaoxiang Zhang, Qi Tian, Longin Jan Latecki]",GIFT - Towards Scalable 3D Shape Retrieval.
"[Lorenzo Baraldi, Costantino Grana, Rita Cucchiara]",Recognizing and Presenting the Storytelling Video Structure With Deep Multimodal Networks.
"[Abdelhak Bentaleb, Ali C. Begen, Roger Zimmermann, Saad Harous]",SDNHAS - An SDN-Enabled Architecture to Optimize QoE in HTTP Adaptive Streaming.
"[Zhanchuan Cai, Ting Lan, Caimu Zheng]",Hierarchical MK Splines - Algorithm and Applications to Data Fitting.
"[Ying Cao, Xufang Pang, Antoni B. Chan, Rynson W. H. Lau]",Dynamic Manga - Animating Still Manga via Camera Movement.
"[Niklas Carlsson, Derek L. Eager, Vengatanathan Krishnamoorthi, Tatiana Polishchuk]",Optimized Adaptive Streaming of Multi-video Stream Bundles.
"[Nan Cen, Zhangyu Guan, Tommaso Melodia]",Interview Motion Compensated Joint Decoding for Compressively Sampled Multiview Video Streams.
"[Aaron Chadha, Yiannis Andreopoulos]",Voronoi-Based Compact Image Descriptors - Efficient Region-of-Interest Retrieval With VLAD and Deep-Learning-Based Descriptors.
Chang Wen Chen,Message From the Outgoing Editor-in-Chief.
"[Honggang Chen, Xiaohai He, Linbo Qing, Qizhi Teng]",Single Image Super-Resolution via Adaptive Transform-Based Nonlocal Self-Similarity Modeling and Learning-Based Gradient Regularization.
"[Zhixiang Chen, Jiwen Lu, Jianjiang Feng, Jie Zhou 0001]",Nonlinear Discrete Hashing.
"[Zhixiang Chen, Jiwen Lu, Jianjiang Feng, Jie Zhou 0001]",Nonlinear Sparse Hashing.
"[Zhe Chen, Xu Zhang, Yuedong Xu, Jie Xiong 0001, Yu Zhu, Xin Wang]",MuVi - Multiview Video Aware Transmission Over MIMO Wireless Systems.
"[Fei Cheng, Tammam Tillo, Jimin Xiao, Byeungwoo Jeon]",Texture Plus Depth Video Coding Using Camera Global Motion Information.
"[Zhi-Qi Cheng, Xiao Wu, Yang Liu, Xian-Sheng Hua]",Video eCommerce++ - Toward Large Scale Online Video Advertising.
"[Chien-Li Chou, Hua-Tsung Chen, Suh-Yin Lee]",Multimodal Video-to-Near-Scene Annotation.
"[Joachim Dehais, Marios Anthimopoulos, Sergey Shevchik, Stavroula G. Mougiakakou]",Two-View 3D Reconstruction for Food Volume Estimation.
"[Kun Ding, Bin Fan, Chunlei Huo, Shiming Xiang, Chunhong Pan]",Cross-Modal Hashing via Rank-Order Preserving.
"[Weisheng Dong, Guangming Shi, Xin Li, Kefan Peng, Jinjian Wu, Zhenhua Guo]",Color-Guided Depth Recovery via Joint Local Structural and Nonlocal Low-Rank Regularization.
"[Xingping Dong, Jianbing Shen, Dajiang Yu, Wenguan Wang, Jianhong Liu, Hua Huang]",Occlusion-Aware Real-Time Object Tracking.
"[Hao Dou, Delie Ming, Zhi Yang, Zhihong Pan, Yansheng Li, Jinwen Tian]",Object-Based Visual Saliency via Laplacian Regularized Kernel Regression.
"[Bo Du, Mengfei Zhang, Lefei Zhang, Ruimin Hu, Dacheng Tao]",PLTD - Patch-Based Low-Rank Tensor Decomposition for Hyperspectral Images.
"[Simone Ercoli, Marco Bertini, Alberto Del Bimbo]",Compact Hash Codes for Efficient Visual Descriptors Retrieval in Large Scale Databases.
"[Zhiwei Fan, Tingting Jiang, Tiejun Huang]",Active Sampling Exploiting Reliable Informativeness for Subjective Image Quality Assessment Based on Pairwise Comparison.
"[Rui Fan, Yongfei Zhang, Bo Li 0006]",Motion Classification-Based Fast Motion Estimation for High-Efficiency Video Coding.
"[Songhe Feng, Congyan Lang, Jiashi Feng, Tao Wang 0011, Jiebo Luo]",Human Facial Age Estimation by Cost-Sensitive Label Ranking and Trace Norm Regularization.
"[Pengming Feng, Wenwu Wang, Satnam Singh Dlay, Syed Mohsen Naqvi, Jonathon A. Chambers]",Social Force Model-Based MCMC-OCSVM Particle PHD Filter for Multiple Human Tracking.
"[Claudio Ferrari, Giuseppe Lisanti, Stefano Berretti, Alberto Del Bimbo]",A Dictionary Learning-Based 3D Morphable Shape Model.
"[Ruxandra-Marina Florea, Adrian Munteanu, Shao-Ping Lu, Peter Schelkens]",Wavelet-Based L∞ Semi-regular Mesh Coding.
"[Keren Fu, Irene Yu-Hua Gu, Jie Yang 0002]",Saliency Detection by Fully Learning a Continuous Conditional Random Field.
"[Lianli Gao, Zhao Guo, Hanwang Zhang, Xing Xu, Heng Tao Shen]",Video Captioning With Attention-Based LSTM and Semantic Consistency.
"[Guanyu Gao, Han Hu, Yonggang Wen, Cédric Westphal]",Resource Provisioning and Profit Maximization for Transcoding in Clouds - A Two-Timescale Approach.
"[Xiaohu Ge, Linghui Pan, Qiang Li 0009, Guoqiang Mao, Song Tu]",Multipath Cooperative Communications Networks for Augmented and Virtual Reality Transmission.
"[Chang Ge 0001, Ning Wang 0001, Gerry Foster, Mick Wilson]",Toward QoE-Assured 4K Video-on-Demand Delivery Through Mobile Edge Virtualization With Adaptive Prefetching.
"[Iván González-Díaz, Murat Birinci, Fernando Díaz-de-María, Edward J. Delp]",Neighborhood Matching for Image Retrieval.
"[Jingwei Guan, Shuai Yi, Xingyu Zeng, Wai-Kuen Cham, Xiaogang Wang]",Visual Importance and Distortion Guided Deep Image Quality Assessment Framework.
"[Mohammad Hassan Hajiesmaili, Lok To Mak, Zhi Wang, Chuan Wu, Minghua Chen, Ahmad Khonsari]",Cost-Effective Low-Delay Design for Multiparty Cloud Video Conferencing.
"[Xintong Han, Bharat Singh, Vlad I. Morariu, Larry S. Davis]",VRFP - On-the-Fly Video Retrieval Using Web Images and Fast Fisher Vector Products.
"[Yu Han 0001, Chen Xu 0004, George Baciu, Min Li, Md. Robiul Islam]",Cartoon and Texture Decomposition-Based Color Transfer for Fabric Images.
"[Tingting Han, Hongxun Yao, Chenliang Xu, Xiaoshuai Sun, Yanhao Zhang, Jason J. Corso]",Dancelets Mining for Video Recommendation Based on Dance Styles.
"[Yanbin Hao, Tingting Mu, Richang Hong, Meng Wang 0001, Ning An, John Yannis Goulermas]",Stochastic Multiview Hashing for Large-Scale Near-Duplicate Video Retrieval.
"[Dongliang He, Cuiling Lan, Chong Luo, Enhong Chen, Feng Wu, Wenjun Zeng]",Progressive Pseudo-analog Transmission for Mobile Video Streaming.
"[Qiyun He, Cong Zhang, Jiangchuan Liu]",CrowdTranscoding - Online Video Transcoding With Massive Viewers.
"[Pedro Henríquez, Bogdan J. Matuszewski, Yasmina Andreu, Luca Bastiani, Sara Colantonio, Giuseppe Coppini, Mario D&apos;Acunto, Riccardo Favilla, Danila Germanese, Daniela Giorgi, Paolo Marraccini, Massimo Martinelli, Maria-Aurora Morales, Maria Antonietta Pascali, Marco Righi, Ovidio Salvetti, Marcus Larsson, Tomas Strömberg, Lise Randeberg, Asgeir Bjorgan, Giorgos A. Giannakakis, Matthew Pediaditis, Franco Chiarugi, Eirini Christinaki, Kostas Marias, Manolis Tsiknakis]",Mirror Mirror on the Wall... An Unobtrusive Intelligent Multisensory Mirror for Well-Being Status Self-Assessment and Visualization.
"[Luis Herranz, Shuqiang Jiang, Ruihan Xu]",Modeling Restaurant Context for Food Recognition.
"[Hai-Miao Hu, Jiawei Wu, Bo Li 0006, Qiang Guo, Jin Zheng]",An Adaptive Fusion Algorithm for Visible and Infrared Videos Based on Entropy and the Cumulative Distribution of Gray Levels.
"[Pin-Cheng Huang, Jie-Ru Lin, Gwo-Long Li, Kuang-Han Tai, Mei-Juan Chen]",Improved Depth-Assisted Error Concealment Algorithm for 3D Video Transmission.
"[Chao Huang, Hongliang Li, Yurui Xie, Qingbo Wu, Bing Luo]",PBC - Polygon-Based Classifier for Fine-Grained Categorization.
"[Shangrong Huang, Jian Zhang, Dan Schonfeld, Lei Wang, Xian-Sheng Hua]",Two-Stage Friend Recommendation Based on Network Alignment and Series Expansion of Probabilistic Topic Model.
"[Vinit Jakhetiya, Weisi Lin, Sunil Prasad Jaiswal, Sharath Chandra Guntuku, Oscar C. Au]",Maximum a Posterior and Perceptually Motivated Reconstruction Algorithm - A Generic Framework.
"[Se-Won Jeong, Jae-Young Sim]",Saliency Detection for 3D Surface Geometry Using Semi-regular Meshes.
"[Junjun Jiang, Chen Chen 0001, Jiayi Ma 0001, Zheng Wang 0007, Zhongyuan Wang, Ruimin Hu]",SRLSP - A Face Image Super-Resolution Algorithm Using Smooth Regression With Local Structure Prior.
"[Junjun Jiang, Xiang Ma, Chen Chen 0001, Tao Lu 0001, Zhongyuan Wang, Jiayi Ma 0001]",Single Image Super-Resolution via Locally Regularized Anchored Neighborhood Regression and Nonlocal Means.
"[Zhiwei Jin, Juan Cao, Yongdong Zhang, Jianshe Zhou, Qi Tian]",Novel Visual and Statistical Image Features for Microblogs News Verification.
"[Liping Jing, Bo Liu, Jaeyoung Choi, Adam Janin, Julia Bernd, Michael W. Mahoney, Gerald Friedland]",DCAR - A Discriminative and Compact Audio Representation for Audio Processing.
"[Peiguang Jing, Yuting Su, Liqiang Nie, Huimin Gu]",Predicting Image Memorability Through Adaptive Transfer Learning From External Sources.
"[Hashem Kalbkhani, Mahrokh G. Shayesteh, Nasser Haghighat]",Adaptive LSTAR Model for Long-Range Variable Bit Rate Video Traffic Prediction.
"[Chih-Chen Kao, Yu-Tsung Miao, Wei-Chung Hsu]",A Pipeline-Based Ray-Tracing Runtime System for HSA-Compliant Frameworks.
"[Sezer Karaoglu, Ran Tao, Theo Gevers, Arnold W. M. Smeulders]",Words Matter - Scene Text for Image Classification and Retrieval.
"[Maryam Karimi, Mansour Nejati, S. M. Reza Soroushmehr, Shadrokh Samavi, Nader Karimi, Kayvan Najarian]",Blind Stereo Quality Assessment Based on Learned Features From Binocular Combined Images.
"[Mohammad Kazemi, Razib Iqbal, Shervin Shirmohammadi]",Redundancy Allocation Based on the Weighted Mismatch-Rate Slope for Multiple Description Video Coding.
"[Ján Koloda, Jürgen Seiler, André Kaup]",Frequency-Selective Mesh-to-Grid Resampling for Image Communication.
"[Alper Koz, Reginald L. Lagendijk]",Distributed Content Based Video Identification in Peer-to-Peer Networks - Requirements and Solutions.
"[Björn Krüger, Anna Vögele, Tobias Willig, Angela Yao, Reinhard Klein, Andreas Weber 0004]",Efficient Unsupervised Temporal Segmentation of Motion Data.
"[Shiro Kumano, Kazuhiro Otsuka, Ryo Ishii, Junji Yamato]",Collective First-Person Vision for Automatic Gaze Analysis in Multiparty Conversations.
"[Choong-Hoon Kwak, Ivan V. Bajic]","Online MoCap Data Coding With Bit Allocation, Rate Control, and Motion-Adaptive Post-Processing."
"[Zawlin Kyaw, Shuhan Qi, Ke Gao, Hanwang Zhang, Luming Zhang, Jun Xiao 0001, Xuan Wang 0002, Tat-Seng Chua]","Matryoshka Peek - Toward Learning Fine-Grained, Robust, Discriminative Features for Product Search."
"[Aris S. Lalos, Iason Nikolas, Evangelos Vlachos, Konstantinos Moustakas]",Compressed Sensing for Efficient Encoding of Dense 3D Meshes Using Model-Based Bayesian Learning.
"[Hui-Jin Lee, Ki-Sang Hong, Henry Kang, Seungyong Lee]",Photo Aesthetics Analysis via DCNN Feature Encoding.
"[Jianjun Lei, Min Wu, Changqing Zhang, Feng Wu, Nam Ling, Chunping Hou]",Depth-Preserving Stereo Image Retargeting Based on Pixel Fusion.
"[You Lei, Wang Yuan, Hongpeng Wang, Wenhu You, Wu Bo]",A Skin Segmentation Algorithm Based on Stacked Autoencoders.
"[Yuncheng Li, Liangliang Cao, Jiang Zhu, Jiebo Luo]",Mining Fashion Outfit Composition Using an End-to-End Deep Learning Approach on Set Data.
"[Weixin Li, Jungseock Joo, Hang Qi, Song-Chun Zhu]",Joint Image-Text News Topic Detection and Tracking by Multimodal Topic And-Or Graph.
"[Jin Li 0011, Xuguang Lan, Xiangwei Li, Jiang Wang 0001, Nanning Zheng, Ying Wu 0001]",Online Variable Coding Length Product Quantization for Fast Nearest Neighbor Search in Mobile Retrieval.
"[Huibin Li, Jian Sun 0009, Zongben Xu, Liming Chen 0002]",Multimodal 2D+3D Facial Expression Recognition With Deep Fusion Convolutional Neural Network.
"[Jianan Li, Yunchao Wei, Xiaodan Liang, Jian Dong, Tingfa Xu, Jiashi Feng, Shuicheng Yan]",Attentive Contexts for Object Detection.
"[Leida Li, Wenhan Xia, Weisi Lin, Yuming Fang, Shiqi Wang]",No-Reference and Robust Image Sharpness Evaluation Based on Multiscale Spatial and Spectral Features.
"[Yue Li, Gaobo Yang, Yapei Zhu, Xiangling Ding, Xingming Sun]",Unimodal Stopping Model-Based Early SKIP Mode Decision for High-Efficiency Video Coding.
"[Jianqing Liang, Qinghua Hu, Wenwu Wang, Yahong Han]",Semisupervised Online Multikernel Similarity Learning for Image Retrieval.
"[Kuan Lin, Sorina Dumitrescu]",Cross-Layer Resource Allocation for Scalable Video Over OFDMA Wireless Networks - Tradeoff Between Quality Fairness and Efficiency.
"[Jie Lin, Ling-Yu Duan, Shiqi Wang, Yan Bai, Yihang Lou, Vijay Chandrasekhar, Tiejun Huang, Alex ChiChung Kot, Wen Gao 0001]","HNIP - Compact Deep Invariant Representations for Video Matching, Localization, and Retrieval."
"[Sung-Han Lin, Ranjan Pal, Bo-Chun Wang, Leana Golubchik]",On Market-Driven Hybrid-P2P Video Streaming.
"[Yun-Te Lin, Chung-Ming Wang, Wei-Sung Chen, Fang-Pang Lin, Woei Lin]",A Novel Data Hiding Algorithm for High Dynamic Range Images.
"[Venice Erin Liong, Jiwen Lu, Yap-Peng Tan, Jie Zhou 0001]",Deep Video Hashing.
"[Venice Erin Liong, Jiwen Lu, Yap-Peng Tan, Jie Zhou 0001]",Deep Coupled Metric Learning for Cross-Modal Matching.
"[Fanghui Liu, Chen Gong, Tao Zhou 0002, Keren Fu, Xiangjian He, Jie Yang 0002]",Visual Tracking via Nonnegative Multiple Coding.
"[Huawen Liu, Lin Liu 0003, Thuc Duy Le, Ivan Lee, Shiliang Sun, Jiuyong Li]",Nonparametric Sparse Matrix Decomposition for Cross-View Dimensionality Reduction.
"[Shicong Liu, Junru Shao, Hongtao Lu]",Generalized Residual Vector Quantization and Aggregating Tree for Large Scale Search.
"[Jiaying Liu, Wenhan Yang, Xinfeng Zhang, Zongming Guo]",Retrieval Compensated Group Structured Sparsity for Image Super-Resolution.
"[Zhenguang Liu, Luming Zhang, Qi Liu, Yifang Yin, Li Cheng, Roger Zimmermann]",Fusion of Magnetic and Visual Sensors for Indoor Localization - Infrastructure-Free and More Effective.
"[Guoyu Lu, Liqiang Nie, Scott Sorensen, Chandra Kambhamettu]",Large-Scale Tracking for Images With Few Textures.
"[Yuwu Lu, Chun Yuan, Zhihui Lai, Xuelong Li, Wai Keung Wong, David Zhang]",Nuclear Norm-Based 2DLPP for Image Classification.
"[Bing Luo, Hongliang Li, Fanman Meng, Qingbo Wu, Chao Huang]",Video Object Segmentation via Global Consistency Aware Query Strategy.
"[Zhigang Ma, Xiaojun Chang, Yi Yang 0001, Nicu Sebe, Alexander G. Hauptmann]",The Many Shades of Negativity.
"[Lei Ma, Hongliang Li, Fanman Meng, Qingbo Wu, King Ngi Ngan]",Learning Efficient Binary Codes From High-Level Feature Representations for Multilabel Image Retrieval.
"[Cong Ma, Zhenjiang Miao, Xiao-Ping Zhang, Min Li]",A Saliency Prior Context Model for Real-Time Object Tracking.
"[Zhan Ma, Tao Yue 0003, Xun Cao, Yiling Xu, Xin Li, Yongjin Wang]",Interactive Screen Video Streaming-Based Pervasive Mobile Workstyle.
"[Xiaoqiang Ma, Cong Zhang, Jiangchuan Liu, Ryan Shea, Di Fu]",Live Broadcast With Community Interactions - Bottlenecks and Optimizations.
"[Simone Madeo, Miroslaw Bober]","Fast, Compact, and Discriminative - Evaluation of Binary Descriptors for Mobile Applications."
"[Jens Maiero, Ernst Kruijff, André Hinkenjann, Gheorghita Ghinea]",Focus-Plus-Context Techniques for Picoprojection-Based Interaction.
"[Qirong Mao, Qiyu Rao, Yongbin Yu, Ming Dong]",Hierarchical Bayesian Theme Models for Multipose Facial Expression Recognition.
"[Xiao-Jiao Mao, Yu-Bin Yang, Ning Li]",Hashing With Pairwise Correlation Learning and Reconstruction.
"[Weiqing Min, Shuqiang Jiang, Jitao Sang, Huayang Wang, Xinda Liu, Luis Herranz]",Being a Supercook - Joint Food Attributes and Multimodal Content Modeling for Recipe Retrieval and Exploration.
